COUNTRY,CHAMBER,GENDER,AGE,PROFESSION,,CODING ,
United States of America,LOWER,M,35,,,,
United States of America,LOWER,M,42,,,,
United States of America,LOWER,M,60,,,,
United States of America,LOWER,M,53,,,,
United States of America,LOWER,M,57,,,,
United States of America,LOWER,F,61,,,,
United States of America,LOWER,M,46,,,,
United States of America,LOWER,F,48,,,,
United States of America,LOWER,M,57,,,,
United States of America,LOWER,M,76,,,,
United States of America,LOWER,M,57,,,,
United States of America,LOWER,M,81,,,,
United States of America,LOWER,M,65,,,,
United States of America,LOWER,M,68,,,,
United States of America,LOWER,M,47,,,,
United States of America,LOWER,F,65,,,,
United States of America,LOWER,M,59,,,,
United States of America,LOWER,M,63,,,,
United States of America,LOWER,M,82,,,,
United States of America,LOWER,M,48,,,,
United States of America,LOWER,M,67,,,,
United States of America,LOWER,M,62,,,,
United States of America,LOWER,M,56,,,,
United States of America,LOWER,M,33,,,,
United States of America,LOWER,M,60,,,,
United States of America,LOWER,M,64,,,,
United States of America,LOWER,M,65,,,,
United States of America,LOWER,M,44,,,,
United States of America,LOWER,M,57,,,,
United States of America,LOWER,M,59,,,,
United States of America,LOWER,M,41,,,,
United States of America,LOWER,M,47,,,,
United States of America,LOWER,M,43,,,,
United States of America,LOWER,M,46,,,,
United States of America,LOWER,M,63,,,,
United States of America,LOWER,M,63,,,,
United States of America,LOWER,M,57,,,,
United States of America,LOWER,M,55,,,,
United States of America,LOWER,F,65,,,,
United States of America,LOWER,M,47,,,,
United States of America,LOWER,M,80,,,,
United States of America,LOWER,M,77,,,,
United States of America,LOWER,M,71,,,,
United States of America,LOWER,M,45,,,,
United States of America,LOWER,M,65,,,,
United States of America,LOWER,M,59,,,,
United States of America,LOWER,F,64,,,,
United States of America,LOWER,M,56,,,,
United States of America,LOWER,F,74,,,,
United States of America,LOWER,M,51,,,,
United States of America,LOWER,M,59,,,,
United States of America,LOWER,M,39,,,,
United States of America,LOWER,F,57,,,,
United States of America,LOWER,M,65,,,,
United States of America,LOWER,M,56,,,,
United States of America,LOWER,F,44,,,,
United States of America,LOWER,F,65,,,,
United States of America,LOWER,M,67,,,,
United States of America,LOWER,M,60,,,,
United States of America,LOWER,M,59,,,,
United States of America,LOWER,M,65,,,,
United States of America,LOWER,M,51,,,,
United States of America,LOWER,F,67,,,,
United States of America,LOWER,F,67,,,,
United States of America,LOWER,M,46,,,,
United States of America,LOWER,M,49,,,,
United States of America,LOWER,M,55,,,,
United States of America,LOWER,F,57,,,,
United States of America,LOWER,M,46,,,,
United States of America,LOWER,M,75,,,,
United States of America,LOWER,M,52,,,,
United States of America,LOWER,M,36,,,,
United States of America,LOWER,M,55,,,,
United States of America,LOWER,M,73,,,,
United States of America,LOWER,M,64,,,,
United States of America,LOWER,F,42,,,,
United States of America,LOWER,M,60,,,,
United States of America,LOWER,M,56,,,,
United States of America,LOWER,M,58,,,,
United States of America,LOWER,M,68,,,,
United States of America,LOWER,M,56,,,,
United States of America,LOWER,M,58,,,,
United States of America,LOWER,F,57,,,,
United States of America,LOWER,M,63,,,,
United States of America,LOWER,M,66,,,,
United States of America,LOWER,M,52,,,,
United States of America,LOWER,F,60,,,,
United States of America,LOWER,M,66,,,,
United States of America,LOWER,M,44,,,,
United States of America,LOWER,M,38,,,,
United States of America,LOWER,M,59,,,,
United States of America,LOWER,F,70,,,,
United States of America,LOWER,M,64,,,,
United States of America,LOWER,F,75,,,,
United States of America,LOWER,M,62,,,,
United States of America,LOWER,M,62,,,,
United States of America,LOWER,F,40,,,,
United States of America,LOWER,M,60,,,,
United States of America,LOWER,M,38,,,,
United States of America,LOWER,M,53,,,,
United States of America,LOWER,M,49,,,,
United States of America,LOWER,M,75,,,,
United States of America,LOWER,M,62,,,,
United States of America,LOWER,M,41,,,,
United States of America,LOWER,M,60,,,,
United States of America,LOWER,M,74,,,,
United States of America,LOWER,M,68,,,,
United States of America,LOWER,M,76,,,,
United States of America,LOWER,M,46,,,,
United States of America,LOWER,M,77,,,,
United States of America,LOWER,M,64,,,,
United States of America,LOWER,F,71,,,,
United States of America,LOWER,M,52,,,,
United States of America,LOWER,M,58,,,,
United States of America,LOWER,M,53,,,,
United States of America,LOWER,M,67,,,,
United States of America,LOWER,M,71,,,,
United States of America,LOWER,F,56,,,,
United States of America,LOWER,M,72,,,,
United States of America,LOWER,M,49,,,,
United States of America,LOWER,M,63,,,,
United States of America,LOWER,M,36,,,,
United States of America,LOWER,M,48,,,,
United States of America,LOWER,M,64,,,,
United States of America,LOWER,M,71,,,,
United States of America,LOWER,M,57,,,,
United States of America,LOWER,M,35,,,,
United States of America,LOWER,M,53,,,,
United States of America,LOWER,M,62,,,,
United States of America,LOWER,M,81,,,,
United States of America,LOWER,M,40,,,,
United States of America,LOWER,M,56,,,,
United States of America,LOWER,M,61,,,,
United States of America,LOWER,M,53,,,,
United States of America,LOWER,M,67,,,,
United States of America,LOWER,M,55,,,,
United States of America,LOWER,F,49,,,,
United States of America,LOWER,M,38,,,,
United States of America,LOWER,M,51,,,,
United States of America,LOWER,M,46,,,,
United States of America,LOWER,F,35,,,,
United States of America,LOWER,M,66,,,,
United States of America,LOWER,M,74,,,,
United States of America,LOWER,M,48,,,,
United States of America,LOWER,M,53,,,,
United States of America,LOWER,F,64,,,,
United States of America,LOWER,M,41,,,,
United States of America,LOWER,M,41,,,,
United States of America,LOWER,F,59,,,,
United States of America,LOWER,M,50,,,,
United States of America,LOWER,M,52,,,,
United States of America,LOWER,M,50,,,,
United States of America,LOWER,M,59,,,,
United States of America,LOWER,F,70,,,,
United States of America,LOWER,M,60,,,,
United States of America,LOWER,M,38,,,,
United States of America,LOWER,M,65,,,,
United States of America,LOWER,M,65,,,,
United States of America,LOWER,M,41,,,,
United States of America,LOWER,M,38,,,,
United States of America,LOWER,F,42,,,,
United States of America,LOWER,F,51,,,,
United States of America,LOWER,M,49,,,,
United States of America,LOWER,M,46,,,,
United States of America,LOWER,F,67,,,,
United States of America,LOWER,M,51,,,,
United States of America,LOWER,M,47,,,,
United States of America,LOWER,F,60,,,,
United States of America,LOWER,M,30,,,,
United States of America,LOWER,M,60,,,,
United States of America,LOWER,F,63,,,,
United States of America,LOWER,n/a,49,,,,
United States of America,LOWER,M,42,,,,
United States of America,LOWER,M,65,,,,
United States of America,LOWER,M,64,,,,
United States of America,LOWER,M,46,,,,
United States of America,LOWER,M,68,,,,
United States of America,LOWER,M,68,,,,
United States of America,LOWER,M,56,,,,
United States of America,LOWER,F,46,,,,
United States of America,LOWER,M,57,,,,
United States of America,LOWER,M,53,,,,
United States of America,LOWER,M,40,,,,
United States of America,LOWER,M,51,,,,
United States of America,LOWER,M,61,,,,
United States of America,LOWER,M,60,,,,
United States of America,LOWER,F,82,,,,
United States of America,LOWER,M,46,,,,
United States of America,LOWER,M,41,,,,
United States of America,LOWER,M,58,,,,
United States of America,LOWER,M,64,,,,
United States of America,LOWER,M,46,,,,
United States of America,LOWER,F,61,,,,
United States of America,LOWER,M,80,,,,
United States of America,LOWER,M,70,,,,
United States of America,LOWER,M,46,,,,
United States of America,LOWER,M,35,,,,
United States of America,LOWER,M,46,,,,
United States of America,LOWER,F,48,,,,
United States of America,LOWER,M,49,,,,
United States of America,LOWER,M,63,,,,
United States of America,LOWER,M,52,,,,
United States of America,LOWER,M,60,,,,
United States of America,LOWER,M,53,,,,
United States of America,LOWER,M,49,,,,
United States of America,LOWER,M,60,,,,
United States of America,LOWER,M,55,,,,
United States of America,LOWER,M,62,,,,
United States of America,LOWER,M,77,,,,
United States of America,LOWER,F,65,,,,
United States of America,LOWER,M,51,,,,
United States of America,LOWER,M,58,,,,
United States of America,LOWER,M,52,,,,
United States of America,LOWER,F,58,,,,
United States of America,LOWER,M,62,,,,
United States of America,LOWER,M,60,,,,
United States of America,LOWER,M,54,,,,
United States of America,LOWER,M,50,,,,
United States of America,LOWER,M,47,,,,
United States of America,LOWER,F,45,,,,
United States of America,LOWER,F,73,,,,
United States of America,LOWER,M,66,,,,
United States of America,LOWER,M,72,,,,
United States of America,LOWER,M,62,,,,
United States of America,LOWER,M,47,,,,
United States of America,LOWER,M,64,,,,
United States of America,LOWER,M,50,,,,
United States of America,LOWER,F,61,,,,
United States of America,LOWER,M,68,,,,
United States of America,LOWER,M,64,,,,
United States of America,LOWER,F,69,,,,
United States of America,LOWER,M,52,,,,
United States of America,LOWER,M,72,,,,
United States of America,LOWER,M,54,,,,
United States of America,LOWER,M,41,,,,
United States of America,LOWER,F,74,,,,
United States of America,LOWER,M,56,,,,
United States of America,LOWER,M,64,,,,
United States of America,LOWER,M,35,,,,
United States of America,LOWER,M,81,,,,
United States of America,LOWER,M,78,,,,
United States of America,LOWER,M,39,,,,
Uganda,UNICAMERAL,M,59,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,41,,,,
Uganda,UNICAMERAL,M,50,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,48,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,44,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,47,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,42,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,55,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,37,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,62,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,45,,,,
Uganda,UNICAMERAL,M,48,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,53,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,52,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,65,,,,
Uganda,UNICAMERAL,F,47,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,51,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,57,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,47,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,38,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,54,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,46,,,,
Uganda,UNICAMERAL,M,52,,,,
Uganda,UNICAMERAL,F,34,,,,
Uganda,UNICAMERAL,M,54,,,,
Uganda,UNICAMERAL,M,50,,,,
Uganda,UNICAMERAL,M,32,,,,
Uganda,UNICAMERAL,M,46,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,54,,,,
Uganda,UNICAMERAL,M,44,,,,
Uganda,UNICAMERAL,F,47,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,42,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,41,,,,
Uganda,UNICAMERAL,F,59,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,55,,,,
Uganda,UNICAMERAL,F,44,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,57,,,,
Uganda,UNICAMERAL,M,73,,,,
Uganda,UNICAMERAL,M,62,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,53,,,,
Uganda,UNICAMERAL,M,36,,,,
Uganda,UNICAMERAL,M,61,,,,
Uganda,UNICAMERAL,F,41,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,49,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,47,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,40,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,35,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,46,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,33,,,,
Uganda,UNICAMERAL,M,54,,,,
Uganda,UNICAMERAL,M,39,,,,
Uganda,UNICAMERAL,F,44,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,58,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,45,,,,
Uganda,UNICAMERAL,F,45,,,,
Uganda,UNICAMERAL,M,42,,,,
Uganda,UNICAMERAL,M,56,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,55,,,,
Uganda,UNICAMERAL,M,77,,,,
Uganda,UNICAMERAL,M,48,,,,
Uganda,UNICAMERAL,M,49,,,,
Uganda,UNICAMERAL,M,52,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,40,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,45,,,,
Uganda,UNICAMERAL,M,48,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,39,,,,
Uganda,UNICAMERAL,M,41,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,55,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,54,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,38,,,,
Uganda,UNICAMERAL,F,32,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,62,,,,
Uganda,UNICAMERAL,F,53,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,60,,,,
Uganda,UNICAMERAL,F,41,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,48,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,68,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,48,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,59,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,62,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,51,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,64,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,42,,,,
Uganda,UNICAMERAL,M,54,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,44,,,,
Uganda,UNICAMERAL,M,50,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,68,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,66,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,47,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,55,,,,
Uganda,UNICAMERAL,F,45,,,,
Uganda,UNICAMERAL,F,38,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,61,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,46,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,63,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,59,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,36,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,45,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,39,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,41,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,31,,,,
Uganda,UNICAMERAL,F,45,,,,
Uganda,UNICAMERAL,F,47,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,36,,,,
Uganda,UNICAMERAL,F,36,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,38,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,45,,,,
Uganda,UNICAMERAL,F,46,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,59,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,41,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,40,,,,
Uganda,UNICAMERAL,M,59,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,60,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,47,,,,
Uganda,UNICAMERAL,M,57,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,31,,,,
Uganda,UNICAMERAL,M,45,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,34,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,55,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,46,,,,
Uganda,UNICAMERAL,M,42,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,43,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,36,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,56,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,63,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,61,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,40,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,56,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,52,,,,
Uganda,UNICAMERAL,M,57,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,42,,,,
Uganda,UNICAMERAL,M,51,,,,
Uganda,UNICAMERAL,M,40,,,,
Uganda,UNICAMERAL,F,39,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,46,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,68,,,,
Uganda,UNICAMERAL,M,42,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,60,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,47,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,38,,,,
Uganda,UNICAMERAL,M,52,,,,
Uganda,UNICAMERAL,F,51,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,41,,,,
Uganda,UNICAMERAL,M,57,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,36,,,,
Uganda,UNICAMERAL,M,47,,,,
Uganda,UNICAMERAL,M,57,,,,
Uganda,UNICAMERAL,F,50,,,,
Uganda,UNICAMERAL,F,54,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,F,n/a,,,,
Uganda,UNICAMERAL,M,54,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,61,,,,
Uganda,UNICAMERAL,M,42,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
Uganda,UNICAMERAL,M,n/a,,,,
United Arab Emirates,UNICAMERAL,M,54,,,,
United Arab Emirates,UNICAMERAL,M,62,,,,
United Arab Emirates,UNICAMERAL,M,44,,,,
United Arab Emirates,UNICAMERAL,M,45,,,,
United Arab Emirates,UNICAMERAL,M,50,,,,
United Arab Emirates,UNICAMERAL,M,41,,,,
United Arab Emirates,UNICAMERAL,M,57,,,,
United Arab Emirates,UNICAMERAL,M,54,,,,
United Arab Emirates,UNICAMERAL,F,54,,,,
United Arab Emirates,UNICAMERAL,F,42,,,,
United Arab Emirates,UNICAMERAL,M,38,,,,
United Arab Emirates,UNICAMERAL,F,58,,,,
United Arab Emirates,UNICAMERAL,M,41,,,,
United Arab Emirates,UNICAMERAL,F,41,,,,
United Arab Emirates,UNICAMERAL,F,50,,,,
United Arab Emirates,UNICAMERAL,M,57,,,,
United Arab Emirates,UNICAMERAL,M,43,,,,
United Arab Emirates,UNICAMERAL,M,50,,,,
United Arab Emirates,UNICAMERAL,M,43,,,,
United Arab Emirates,UNICAMERAL,M,51,,,,
United Arab Emirates,UNICAMERAL,M,47,,,,
United Arab Emirates,UNICAMERAL,M,44,,,,
United Arab Emirates,UNICAMERAL,F,36,,,,
United Arab Emirates,UNICAMERAL,M,47,,,,
